X(E/m),Y(N/m)
330208.114392425632104,4156678.911839635111392
330208.123454712447710,4156678.922754940576851
330208.142259925371036,4156678.977873446885496
330208.151549091911875,4156678.999884717166424
330208.152002851478755,4156679.022076646331698
330208.152229731320404,4156679.033172610215843
330208.143621204304509,4156679.044449232518673
330208.143621204304509,4156679.044449232518673
330208.134785797446966,4156679.044629891403019
330208.143621204304509,4156679.044449232518673
330208.152229731320404,4156679.033172610215843
330208.160384498769417,4156678.999704058747739
330208.168312386493199,4156678.955139543861151
330208.157661941251718,4156678.866552486084402
330208.110308588482440,4156678.712112275417894
330208.053892944590189,4156678.546756758354604
330208.015601875958964,4156678.403231852687895
330207.950350820843596,4156678.238056996371597
330207.875583717424888,4156678.039774904493243
330207.782692029722966,4156677.819662199821323
330207.662159715022426,4156677.544611650519073
330207.560205727815628,4156677.313583643175662
330207.440127160749398,4156677.060725023504347
330207.328883993788622,4156676.807685749605298
330207.208578530349769,4156676.543731169775128
330207.079437647596933,4156676.279957252554595
330206.958678407245316,4156675.993810747284442
330206.829310630098917,4156675.718940868042409
330206.699942844978068,4156675.444070992525667
330206.571028815116733,4156675.191393043845892
330206.441887896158732,4156674.927619134541601
330206.321582378877793,4156674.663664568215609
330206.183606032980606,4156674.400071321055293
330206.062846738728695,4156674.113924829289317
330205.959758261684328,4156673.827417018357664
330205.838772070128471,4156673.530174564104527
330205.717785870656371,4156673.232932111248374
330205.587283599306829,4156672.902582428418100
330205.402634422818664,4156672.517836887855083
330205.182643571053632,4156672.133813998196274
330204.953136634605471,4156671.716683878097683
330204.679225714411587,4156671.289361110422760
330204.378808520152234,4156670.862580335699022
330204.051431278465316,4156670.414149627555162
330203.679650034173392,4156669.955526279285550
330203.290197913418524,4156669.497264272999018
330202.891456562967505,4156669.016991017851979
330202.475044328835793,4156668.537079108413309
330202.058632047614083,4156668.057167216669768
330201.642219719302375,4156667.577255348209292
330201.199074196279980,4156667.086789527442306
330200.764990930969361,4156666.607239027041942
330200.313463663973380,4156666.139145845081657
330199.853554703062400,4156665.693425282370299
330199.384356492664665,4156665.225693481042981
330198.924447432335000,4156664.779972965829074
330198.473600639728829,4156664.345167771447450
330197.996247530565597,4156663.910904605407268
330197.510512731387280,4156663.499014062806964
330197.007107035606168,4156663.087484885472804
330196.495319655805361,4156662.698328335303813
330195.974923695262987,4156662.320448449812829
330195.482168440707028,4156661.997506404761225
330194.971288505708799,4156661.652733802329749
330194.442964569781907,4156661.319418539758772
330193.924156709690578,4156661.019210527651012
330193.370007101388182,4156660.719725240021944
330192.824919780425262,4156660.431155280210078
330192.298183974111453,4156660.175511898938566
330191.736560223740526,4156659.942783176898956
330191.184225668082945,4156659.732065745163709
330190.650242646923289,4156659.554274891503155
330190.090434023470152,4156659.410313995089382
330189.557585470727645,4156659.288003031630069
330189.051696994400118,4156659.187341998331249
330188.537653791252524,4156659.120149567257613
330188.024064386263490,4156659.075149095617235
330187.581839122402016,4156659.061991116032004
330187.157511622237507,4156659.059567764401436
330186.760144223342650,4156659.078794323373586
330186.371385344478767,4156659.086744256317616
330186.035865948651917,4156659.104706087615341
330185.708955071808305,4156659.111391286831349
330185.408777394564822,4156659.128630416933447
330185.099991193797905,4156659.157146205194294
330184.791204999084584,4156659.185662005096674
330184.526822857384104,4156659.224370369687676
330184.271049238508567,4156659.251802093349397
330184.032946476130746,4156659.278872460592538
330183.785781377577223,4156659.295027553103864
330183.538616277393885,4156659.311182652600110
330183.309122039587237,4156659.326976390555501
330183.061730028595775,4156659.332035540603101
330182.822946536238305,4156659.325818048790097
330182.549275150988251,4156659.342515230178833
330182.257705995929427,4156659.348477827850729
330181.984034613822587,4156659.365175027865916
330181.683403116418049,4156659.360222365241498
330181.392287789145485,4156659.388376920018345
330181.074666177213658,4156659.417073545511812
330180.766106910305098,4156659.456685460172594
330180.457547645841260,4156659.496297387871891
330180.140152955078520,4156659.536090012174100
330179.831593695213087,4156659.575701962690800
330179.497208902030252,4156659.649143881630152
330179.171205708291382,4156659.700213196221739
330178.854037946322933,4156659.751101836562157
330178.536870187614113,4156659.801990487147123
330178.211774677271023,4156659.897443698253483
330177.878070662263781,4156660.004173577763140
330177.570646024600137,4156660.099265437573195
330177.245550532883499,4156660.194718687329441
330176.955796762078535,4156660.289449188858271
330176.657434492255561,4156660.395456355530769
330176.376516161835752,4156660.490006185602397
330176.130485707893968,4156660.561641330830753
330175.884228334063664,4156660.622180521022528
330175.655641820689198,4156660.682358330115676
330175.418446804978885,4156660.753812806680799
330175.180797948036343,4156660.803075358271599
330174.951530673191883,4156660.829965295735747
330174.712747204815969,4156660.823748039081693
330174.465128308278508,4156660.817711479961872
330174.208673981309403,4156660.811855623032898
330173.960147386707831,4156660.761435220949352
330173.711620788672008,4156660.711014827713370
330173.453804907738231,4156660.638583205640316
330173.187153596431017,4156660.566332285758108
330172.893995994236320,4156660.494623458012938
330172.609900740266312,4156660.433829910587519
330172.316743127303198,4156660.362121103797108
330172.023358582053334,4156660.279316344298422
330171.721592458779924,4156660.218884218484163
330171.402382399188355,4156660.169909461401403
330171.092007761180867,4156660.120754020288587
330170.772797692799941,4156660.071779286023229
330170.471258479170501,4156660.022443170659244
330170.170173117425293,4156659.995298996102065
330169.851643825531937,4156659.979612191673368
330169.541949960461352,4156659.963744702283293
330169.232256093411706,4156659.947877224069089
330168.922562224674039,4156659.932009757496417
330168.604713719105348,4156659.949610896874219
330168.278256717254408,4156659.978488711640239
330167.970151370391250,4156660.040293034166098
330167.662499892408960,4156660.124289298895746
330167.407860990380868,4156660.207201369106770
330167.154129828093573,4156660.334497307892889
330166.900852538179606,4156660.483985184691846
330166.674762344744522,4156660.666218859143555
330166.466796884895302,4156660.870283066295087
330166.285564652294852,4156661.084901139140129
330166.141262682853267,4156661.376468160655349
330166.041137858526781,4156661.667131674010307
330165.976808617939241,4156661.979264310095459
330165.939212598837912,4156662.301950805820525
330165.927895926288329,4156662.612999227829278
330165.952374827465974,4156662.945516771636903
330166.029412411153316,4156663.254758171271533
330166.115512347314507,4156663.574914832599461
330166.210220769746229,4156663.883794829715043
330166.331435458501801,4156664.192132721655071
330166.479156412824523,4156664.499928510282189
330166.626423486159183,4156664.785532369744033
330166.781845171120949,4156665.037667633965611
330166.937493783188984,4156665.300898869056255
330167.128257142961957,4156665.552311333827674
330167.320155158522539,4156665.859203629661351
330167.494382314151153,4156666.166457331273705
330167.676991015614476,4156666.451338403858244
330167.840113398036920,4156666.647813163232058
330168.039031325315591,4156666.865757051855326
330168.220278400345705,4156667.084062348119915
330168.419196307542734,4156667.302006246056408
330168.609505713568069,4156667.531226813793182
330168.808423600276001,4156667.749170722439885
330169.015949965571053,4156667.955837969202548
330169.223703251627740,4156668.173601187299937
330169.422848038142547,4156668.402641073800623
330169.612930464092642,4156668.620765699073672
330169.820456788176671,4156668.827432963997126
330170.027756171999499,4156669.023004270624369
330170.208549287868664,4156669.219117676839232
330170.371671560627874,4156669.415592482779175
330170.534793823666405,4156669.612067290116102
330170.715133059187792,4156669.785988776478916
330170.887090727221221,4156669.982282894197851
330171.023479785770178,4156670.168203837703913
330171.142424932215363,4156670.365582144353539
330171.252534655854106,4156670.563141148537397
330171.354035886120982,4156670.771976815536618
330171.411133099463768,4156670.970620003528893
330171.450559474993497,4156671.169624584726989
330171.454644183686469,4156671.369351954199374
330171.432222641888075,4156671.569621414411813
330171.392357200325932,4156671.781348233576864
330171.325758585648146,4156671.982521177735180
330171.223818310420029,4156672.184416912961751
330171.095371792209335,4156672.386854739859700
330170.949481381685473,4156672.600749928969890
330170.751032346393913,4156672.837921236641705
330170.542840189766139,4156673.030889388173819
330170.307687939668540,4156673.202207709662616
330170.054637938155793,4156673.362791469786316
330169.792752534267493,4156673.523555934894830
330169.512742448190693,4156673.662489878479391
330169.267620165890548,4156673.778509105090052
330169.004600128741004,4156673.883793772198260
330168.723682338488288,4156673.978343882132322
330168.425320659414865,4156674.084351366385818
330168.126505124091636,4156674.168166933581233
330167.800729482667521,4156674.230332682374865
330167.394981259480119,4156674.271932826843113
330167.024801624938846,4156674.323906148783863
330166.671612018428277,4156674.342230186797678
330166.335866301727947,4156674.349096871912479
330166.008729064778890,4156674.344686901662499
330165.717160418629646,4156674.350650096777827
330165.390023177780677,4156674.346240150742233
330165.071721351472661,4156674.341649514622986
330164.753192586824298,4156674.325962925329804
330164.434663820196874,4156674.310276347678155
330164.125197403482161,4156674.305505041498691
330163.798287097481079,4156674.312191123608500
330163.471603730460629,4156674.329973184503615
330163.144920364138670,4156674.347755257040262
330162.818463938543573,4156674.376633307896554
330162.501296808826737,4156674.427522595971823
330162.193645918392576,4156674.511519084218889
330161.904119742568582,4156674.617346100509167
330161.605985102243721,4156674.734449801035225
330161.317366709059570,4156674.884660698007792
330161.064543864398729,4156675.056340704206377
330160.838908096076921,4156675.260766491293907
330160.631170106702484,4156675.475926832761616
330160.441556839039549,4156675.712917691096663
330160.261005937994923,4156675.960823812056333
330160.106961285113357,4156676.208187807351351
330159.979876761615742,4156676.477201611734927
330159.861627660167869,4156676.746034708339721
330159.761276332777925,4156677.025602353271097
330159.678595833654981,4156677.304808581713587
330159.622648515854962,4156677.594568645581603
330159.593207434518263,4156677.883786581922323
330159.572601765394211,4156678.172823807690293
330159.569893861713354,4156678.472595579922199
330159.584629832184874,4156678.760909969452769
330159.617263564257883,4156679.059958903584629
330159.658505758445244,4156679.347731161396950
330159.708810305339284,4156679.646418677642941
330159.767269421252422,4156679.911637587007135
330159.842945462325588,4156680.154303147923201
330159.927683850924950,4156680.407883963081986
330160.029866104479879,4156680.650007397867739
330160.150853886036202,4156680.947249240707606
330160.280223178153392,4156681.222118445206434
330160.427036332781427,4156681.485530268866569
330160.581550164206419,4156681.693281560204923
330160.745126337045804,4156681.911948110442609
330160.934754833346233,4156682.107880606316030
330161.178303522698116,4156682.347112719900906
330161.447904529748484,4156682.563610784243792
330161.734949389705434,4156682.768651478458196
330162.057108911103569,4156682.961873386055231
330162.405093805864453,4156683.121265288908035
330162.779131019546185,4156683.257923156488687
330163.165634665521793,4156683.571935779880732
330163.584075802180450,4156683.718786117620766
330164.009763752575964,4156683.787784013897181
330164.479401774995495,4156683.844782442320138
330164.984381402609870,4156683.901058080606163
330165.506124077248387,4156683.912588480394334
330166.018577476905193,4156683.902107685338706
330166.513133129570633,4156683.880892362445593
330166.989110238268040,4156683.815654612146318
330167.483212026301771,4156683.772247416898608
330168.004046966205351,4156683.739394112024456
330168.515138768183533,4156683.662337680812925
330169.365833760821261,4156683.767046102788299
330170.091471495688893,4156683.807708600070328
330170.762735220894683,4156683.782879555597901
330171.381440384429879,4156683.781326683238149
330172.009434805717319,4156683.801785089075565
330172.609788371657487,4156683.767305803950876
330173.315259075374343,4156683.686274359002709
330173.994904357357882,4156683.639072953257710
330174.647362657240592,4156683.559125789441168
330175.309110218309797,4156683.501189913600683
330175.953640827559866,4156683.465807406697422
330176.579819861566648,4156683.397498438134789
330177.250629767542705,4156683.350477989763021
330177.912377352011390,4156683.292542323470116
330178.555546457297169,4156683.190584229305387
330179.190107093192637,4156683.099902839399874
330179.834183893224690,4156683.042328705079854
330180.441784501599614,4156682.929997547063977
330181.049612040282227,4156682.828762398567051
330181.667636488040444,4156682.793922398705035
330182.222905452945270,4156682.715963384602219
330182.787236741802189,4156682.648919688072056
330183.334577969391830,4156682.615525295957923
330183.811009055294562,4156682.572480446193367
330184.252098526339978,4156682.530158358626068
330184.658300207462162,4156682.510750956367701
330185.037768766400404,4156682.480789657216519
330185.372833394212648,4156682.440635823179036
330185.689773396239616,4156682.378651437349617
330185.980207189917564,4156682.317209110595286
330186.304848058091011,4156682.199564242269844
330186.577837959397584,4156682.149579262826592
330186.833157057117205,4156682.099955654703081
330187.079186934453901,4156682.028320804703981
330187.325670633581467,4156681.978877893649042
330187.580762829980813,4156681.918158342130482
330187.827019625226967,4156681.857619480695575
330188.099782639765181,4156681.796538588125259
330188.381834875443019,4156681.757468953728676
330188.700363261974417,4156681.773156438022852
330189.036335550248623,4156681.777386613655835
330189.407422550837509,4156681.769798124674708
330189.867090506188106,4156681.771498840302229
330190.397441696492024,4156681.771754164248705
330190.768301791977137,4156681.753069771453738
330191.157059602322988,4156681.745120007079095
330191.766702531080227,4156681.732653369195759
330192.191028860339429,4156681.735076915007085
330192.614901386667043,4156681.715308554936200
330193.286619047867134,4156681.712673269212246
330193.967852805391885,4156681.743145258631557
330194.621899647521786,4156681.740871428512037
330195.267337979981676,4156681.749874285887927
330195.920477233128622,4156681.703216698952019
330196.536232808837667,4156681.557418163865805
330196.936321868328378,4156681.671343610621989
330197.452845961321145,4156681.427668835502118
330197.906614672043361,4156681.140874916687608
330198.324588008574210,4156680.832611766643822
330198.662588935694657,4156680.503782727289945
330198.920844341744669,4156680.165483747608960
330199.258391539100558,4156679.814462803769857
330199.551761729584541,4156679.464345210697502
330199.809336532955058,4156679.092758368235081
330200.084582177340053,4156678.720810201019049
330200.350311768706888,4156678.315754816401750
330200.615360715426505,4156677.877411548048258
330200.939534885634203,4156677.304652054794133
330201.211831085616723,4156676.788456391543150
330201.493643399095163,4156676.305367968045175
330201.810797388898209,4156675.821556895039976
330202.146076014149003,4156675.359576437156647
330202.516469438909553,4156674.885777374263853
330202.976351460558362,4156674.465651516336948
330203.409727287420537,4156674.046067674644291
330203.861227758636232,4156673.648314462043345
330204.267643667059019,4156673.207080726511776
330204.727298987214454,4156672.775859009008855
330205.169510408246424,4156672.356094606220722
330205.455633888952434,4156672.083829654846340
330205.769171162159182,4156671.855406589806080
330206.091997631185222,4156671.648994806688279
330206.432721827528439,4156671.453317681327462
330206.773899801541120,4156671.279832499101758
330207.282270043389872,4156671.069626920856535
330207.783846811507829,4156670.959465712308884
330208.259144223644398,4156670.860942471306771
330208.699553737940732,4156670.785333815496415
330209.095332422642969,4156670.688436538912356
330209.455769454827532,4156670.592261905781925
330209.764328382210806,4156670.552651045843959
330210.090331267099828,4156670.501582921948284
330210.400024580419995,4156670.517451907508075
330210.620683104381897,4156670.501839562784880
330210.858558711479418,4156670.463673985097557
330211.087145151861478,4156670.403497139923275
330211.306669304380193,4156670.332404993940145
330211.508295753505081,4156670.250578196253628
330211.345855136751197,4156670.087390509899706
330211.318214513477869,4156670.032452650368214
330211.308471597556490,4156669.988249448593706
